Name,N,Breakfast,Lunch,Dinner,Snack,R,M,H,P,I,K,C,Other,serving_size,Q,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin, vitamin_a ,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,iron,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
Food 1176,1176,0,0,1,1,1,1,0,0,0,1,14.2,1,150,1,178.5,37.05,3.45,126,102,0,4.5,0,12.13,5.08,0.26,0.1,0,0,1.5,0,0,19.5,0,12.84,1.41,0,10.5,1.07,0.41,0.15,6,0.18,3.26,37.5,0.1,324,519,71.1,6.83,41.37,2.26,2.43,4,0.54,10.09,1.93,1.62,0.12,1.82,2.35,2.75,1.19,1.44,1.59,1.37,1.27,0.46,1.59,1.85,0.63,0,0,0,0,0.11,0,0,0,13.7,5.42,6.41,0.18,115.5,0,1.61,1.5,0,111.69
Food 1177,1177,0,0,1,1,1,1,0,0,0,1,26.1,1,50,1,225.5,11.95,0,0.5,140.5,0,36,19.5,0.08,0.04,0.09,0.07,660,160.5,0.5,0.5,4.5,0.5,0,0,0.06,0,0,4.73,0.18,0.4,53,0.07,2.39,9,2,107.5,69.5,0.55,0.84,5.19,0.13,0,0,0,0.56,0,0.07,0,0.03,0.02,0.01,0.03,0.02,0.01,0.04,0.04,0,0.04,0.01,12.14,1.65,5.34,0.03,0.05,0.02,0.34,0.01,0.02,4.2,1.21,0.76,0.25,6,0,1.96,0,0,1.34
Food 1178,1178,0,0,1,0,0,1,0,0,0,0,3.9,1,70,1,0,0.56,0,2.8,0,0,2.1,0,0,0,0,0,14306.6,5.6,2.1,10.5,0,11.9,0,0,0.23,12.18,0,0.29,0.19,0,0.7,0.12,1.7,0,0.09,12.6,18.2,0.42,0,0.74,0.11,0.01,0.15,0,0,0,0.05,0.12,0.18,0,0,0.1,0,0.01,0.21,0.02,0,0,0.02,6.91,1.4,0.15,0,0.07,0.08,0.07,0.05,0,0.72,0.06,0,0,0,0.07,0.53,0.7,0,68.31
Food 1179,1179,0,0,1,0,0,1,0,0,0,0,9.7,1,150,1,397.5,21.6,9.75,193.5,118.5,0,6,0,7.94,0.11,0.38,0.14,0,9,1.5,0,0,15,0,2.28,0.66,0,0,0.09,0.41,0.3,12,0.07,3.86,285,0.1,342,256.5,45.6,3.69,38.3,2.37,1.87,2.64,0.3,4.5,4.17,1.38,0.08,1.89,1.7,0.2,1.01,1.26,1.42,1.46,1.22,0.15,0.89,2.17,0.42,0.15,0.08,0.02,0.09,0.2,0.03,0.03,0.05,15.42,5.19,17.71,6.2,121.5,0,2.27,0,0,95.03
Food 1180,1180,0,0,1,0,0,0,0,0,0,0,2.8,1,20,1,3.8,0,0,0,27,0,0.4,0,0.02,0,0.02,0,12648,0.4,0,1.4,0,3.6,0,0,0,0,0,1.95,0.03,0,28.2,0.02,0.47,2.6,0,0,29.2,0.12,0,0.13,0.03,0,0.05,0.01,0,0,0.01,0,0.05,0,0.02,0.05,0,0,0.05,0.04,0,0,0.03,0.25,1.36,0,0,0.01,0,0.01,0.01,0.01,6.13,0.01,0,0,0,0,0.06,0,0,12.36
Food 1181,1181,0,0,1,0,0,0,0,0,0,0,1.4,1,140,1,36.4,10.22,7.84,29.4,98,0,12.6,54.6,0.09,0.97,0.27,0.02,0,0,1.4,7,0,15.4,0,0.1,1.15,0,0,1.44,0.25,0,21,0.1,7.43,14,0.28,1593.2,267.4,2.1,0.43,1.22,0.16,0.42,0.09,0.23,0,0.07,0.12,0.14,0.24,0.01,0.04,0.25,0.1,0,0.03,0.02,0,0.08,0.09,110.19,3.08,6.73,0,0.01,0.08,0,0,0,36.48,31.9,0.32,2.98,29.4,0,2.66,0,0,21.98
Food 1182,1182,0,0,1,0,0,0,0,0,0,0,5.8,1,50,1,70.5,3.65,3,0.5,343.5,0,4,0,0.24,0.79,0.15,0.05,0,0,0.5,4,0,6,0,0.61,0.17,0.1,0,0.16,22.06,0,53,0.04,0.5,7,0.05,114,161.5,0.4,2.26,9.35,0.75,0.77,0.01,0.13,0.49,0.45,0.43,0.02,0.05,0,0.39,0.38,0.34,0.49,0.48,0.45,0.06,0.36,0.49,36.92,0,0.02,0,0,0.05,0,0.01,0,10.54,1.59,0.76,0.47,31,0,1.43,0.5,0,21.75
Food 1183,1183,0,0,1,0,0,0,0,0,0,0,8.7,1,20,1,34.2,2.3,0.66,20.4,16.8,7.9,1.4,0,0.85,0.04,0.06,0.01,0,0,0.2,0.6,0,1.2,0,0.49,0.05,0,0,0.05,0.05,0.18,3,0.04,0.43,4.6,0,38.6,66.4,3.16,1.5,2.48,0.34,0.26,0.48,0.06,0.66,0.22,0.12,0,0.24,0.34,0.38,0.14,0.18,0.21,0.22,0.2,0.01,0.15,0.31,0.01,0.02,0,0,0,0.01,0.02,0.01,0,1.62,0.26,0.03,0.06,12.4,0,0.2,0,0,15.78
Food 1184,1184,0,0,1,1,1,0,0,0,0,1,25.2,1,100,1,0,0,0,3,0,0,0,0,0.45,0.05,0.37,0,1708,0,5,32,0,32,0,0,0.58,0,0,1.97,0.64,0,5,0.06,1.87,0,1.1,35,367,1.7,0,0,0.41,0,0.37,0.12,0.27,0,0.28,0.14,0.3,0,0,0.25,0,0,0.44,0.23,0,0,0.16,31.25,5.4,0.98,5.4,0.15,0.24,0.11,0,0,0.84,0,0,0,0,0.1,1.19,41,0,100
Food 1185,1185,0,0,1,0,0,0,0,0,0,0,1,1,70,1,305.2,11.34,0.14,0.7,232.4,6.09,43.4,0,2.77,0.16,1.4,0.32,114.1,2.8,0,2.1,0,2.8,0,0,0.33,0,0,0.71,0.84,0,93.8,0.15,0.52,8.4,0.09,135.8,254.1,0.49,0.06,6.08,0,0,0.06,0.06,0,0,0,0,0.14,0,0,0.06,0,0,0.06,0.03,0,0,0,55.98,3.57,0.73,0,0.05,0.03,0.01,0,0,7.59,6.94,5.35,0.75,0,0,2.08,16.1,0,1.39
Food 1186,1186,0,0,1,1,1,0,0,0,0,1,15.9,1,50,1,53.5,3.85,0.7,45,23.5,0,13.5,0,2.02,0.51,0.21,0,0,2,1,5.5,0,0.5,0,0.92,0.25,0.25,1,0.1,0.11,0,9,0.03,0.43,6,0,112.5,184,2.8,0.2,12.28,0.74,0.76,1.18,0.16,2.14,0.6,0.47,0.06,0.7,0.62,0.36,0.44,0.53,0.4,0.4,0.45,0.02,0.51,0.66,0.17,0,0,0,0.04,0.07,0.05,0.01,0.01,3.71,1.7,2.51,0.13,37.5,0,0.79,0.5,0,38.74
Food 1187,1187,0,0,1,0,0,0,0,0,0,0,9.5,1,60,1,22.2,0.3,5.46,0.6,234.6,0,10.2,388.2,1.32,0.06,0.15,0.09,72,1.8,0,786,0,4.8,0,0.05,0.1,0,0,0.7,3.55,0,5.4,0.07,0.39,7.8,2.5,151.8,384.6,0.24,3.15,4.3,0.07,0.05,0.12,0.02,0.61,0.09,0.08,0.04,0.01,0.28,0.29,0.02,0.39,0,0,0.01,0,0.04,0.11,33.34,1.98,0.85,3.26,0.05,0.02,3.23,0,0,57.21,1.72,4.96,1.93,1.2,0.06,0.83,0,0,27.93
Food 1188,1188,0,0,1,1,1,0,0,0,0,1,29.7,1,70,1,76.3,10.64,8.19,0,546,0,1.4,0,2.38,0.11,0.1,0.03,0,0,0,5.6,0,81.9,0,0.04,0.21,0,0,0.08,0.6,0,160.3,0.05,1.54,11.2,0.01,8.4,67.2,0.77,0,5.21,0.04,0,0.03,0,0,0.01,0.04,0,0,0,0,0.07,0,0,0.06,0,0,0.03,0,14.42,0,0,0,0.06,2.98,0.01,0,0.04,13.9,5.95,1.34,0,44.8,0.07,0.86,0.7,0,45.84
Food 1189,1189,0,0,1,0,0,0,0,0,0,0,7.1,1,170,1,759.9,26.35,4.93,1.7,1004.7,0,404.6,0,0.65,0.05,0.34,0.02,0,0,0,572.9,0,3.4,0,0.07,0.07,0,0,0.41,0.2,0.34,23.8,0,8.5,27.2,0.15,15.3,59.5,61.54,0.49,66.47,0.33,0,0.08,0.09,0.08,0.12,0.19,0,0.22,0,0,0.08,1.27,1.09,1.58,0.16,0,0.06,0.21,116.47,6.12,66.11,0,0,0,0.02,0,1.89,29.04,7.67,19.12,5.85,98.6,0.17,25.25,0,0,122.69
Food 1190,1190,0,0,1,0,0,0,0,0,0,0,6.3,1,70,1,7.7,0,0.07,2.1,19.6,0,3.5,0,0,0.06,0.14,0,449.4,0,399,8.4,9.1,4.2,0,0,0.11,0,0,1.06,0.31,0,86.1,0.03,1.9,3.5,0.03,18.9,256.9,3.43,0.28,0,0.15,0,0.08,0.06,0.3,0.04,0.14,0.01,0.19,0.01,0,0.07,0,0.03,0.05,0.14,0,0,0.13,65.91,3.71,2.75,1.6,0.08,0.15,0.03,0.01,0,0.12,0.03,0,0,0,0.07,0.91,18.9,0,47.64
Food 1191,1191,0,0,1,1,1,0,0,0,0,1,30.9,1,90,1,241.2,3.24,3.33,324,498.6,54,221.4,36.9,0.35,0.85,0.21,1.17,24139.8,5.4,0,0,0,2.7,0,0.06,0.15,0,0,0.23,0.28,0,25.2,0.02,3.71,14.4,1.31,9,242.1,17.64,1.54,23.64,0.01,0.29,0.08,0.1,1.86,0,0.81,0.1,0.7,1.49,0.53,0.01,0.68,0.66,0.92,0.15,0.01,0,1.06,7,4.41,5.01,0.05,0,0.04,0.02,0.08,0.05,23.99,4.27,3.02,2.41,40.5,0,1.1,0.9,0,12.42
Food 1192,1192,0,0,1,1,1,0,0,0,0,1,44.9,1,80,1,345.6,9.6,2.4,0.8,859.2,0,48,0,3.81,0.63,0.23,0.41,53.6,1.6,0,0,0,6.4,0,0,0.14,0,0,0.84,0.74,0.16,8.8,0.16,2.32,31.2,0.06,153.6,142.4,24.96,1.13,6.29,1.47,1.04,0.58,0.15,2.88,0.87,0.78,0,0.89,0.4,0.48,0.15,0.54,0.89,0.64,0.81,0.15,0.07,0.37,37.71,0.88,0,0,0.02,0.06,0.44,0,0.02,11.82,1.15,3.54,13.13,0,0.08,1.24,0.8,0,45.34
Food 1193,1193,0,0,1,0,0,0,0,0,0,0,5.4,1,120,1,75.6,25.08,0.12,2.4,741.6,4.68,114,55.2,0.26,0,2.35,0,2049.6,1.2,0,9814.8,0,20.4,0,0,0.33,0,0,0.47,0.67,0,217.2,0.17,1.49,8.4,0.11,98.4,225.6,1.08,1.61,11.26,0.13,0,0.24,0.11,0.03,0,0.01,0.08,0.1,0,0,0.07,0,0,0.1,0,0,0,0.1,62.96,1.68,5,0,0.13,0.12,0.04,0,0.08,9.72,10.34,0.39,0,13.2,0.12,2.82,16.8,0,111.88
Food 1194,1194,0,0,1,1,1,0,0,0,0,1,43.5,1,200,1,726,22.4,10,4,1736,0,124,108,9.09,0,0.56,0.3,1284,4,0,30,0,0,0,41.58,0.52,0,282,12,0.52,9,218,0.39,17.7,68,1.73,432,2710,34.6,9.4,22.7,1.21,0.72,1.19,0.3,6.49,2.81,0.35,0.03,0.36,1.24,4.03,0.26,2.14,1.3,1.16,1.65,0,0.03,0.17,57.54,14.8,51.32,0,0.1,0.08,0.08,0,0.14,14.4,28.33,13.51,0.46,0,0.2,9.76,0,0,82.96
Food 1195,1195,0,0,1,1,1,0,0,0,0,1,29.6,1,100,1,0,0,0.2,10,0,0,0,0,0.19,0,0.14,0,0,0,2,30,0,23,0,0,0.36,0,0,0.41,0.26,0,3,0,1.72,0,0.1,110,425,0.1,0.47,0,0.19,0,0.2,0,0,0,0.2,0.1,0.34,0,0,0.05,0,0,0.32,0,0,0,0,2.14,4.8,0,0.01,0.12,0.16,0,0,0,0.63,5.93,0,0,0,0.1,0.08,2,0,100
Food 1196,1196,0,0,1,0,0,0,0,0,0,0,8.8,1,50,1,215.5,26.7,0.1,0,189,6.65,34,0,2.92,0.02,0.03,0.01,0,0,0,2,0,8,0,0,0,0,0,0.57,0.08,0,10,0.05,1.09,4.5,0,80,37,0.35,0.21,3.65,0,0,0,0.06,1.36,0,0,0,0.05,0,0,0.03,0,0,0.02,0,0,0.01,0.01,29.05,2.75,4.43,0.02,0.01,0.03,1.72,0,0,14.8,6.7,0.85,0.09,0,0.05,4.18,0,0,17.93
Food 1197,1197,0,0,1,0,0,0,0,0,0,0,6.1,1,10,1,2.2,0.86,0.75,0.3,5.3,0,0.4,0,0.21,0.02,0.03,0.02,0,0,0,2.1,0,0.4,0,0,0,0,0,0.02,0.03,0,1.3,0.01,0.07,1.4,0,1,33.1,0.25,0.03,0.41,0,0,0.01,0.01,0,0,0,0,0.02,0,0.01,0,0.01,0,0,0.01,0,0,0.01,0.09,0.37,0.51,0,0,0.01,0,0,0,0.48,0.54,0.23,0.29,1.5,0,0.12,1.6,0,7.1
Food 1198,1198,0,0,1,1,1,0,0,0,0,1,49.1,1,130,1,0,0,0,3.9,0,0,2.6,0,0,0.07,0,0,0,0,0,10.4,0,23.4,0,0,0.25,0,0,0.3,0.42,0,1.3,0.08,1.27,0,0.21,0,22.1,2.08,0,0,0.25,0.04,0.07,0,0,0,0.12,0.03,0.15,0,0,0.13,0.05,0,0.07,0,0,0.06,0,0.74,0.26,0,0.05,0.09,0.1,0,0,0,1.86,9.44,0.27,0,1.3,0.13,1.35,20.8,0,115.93
Food 1199,1199,0,0,1,0,0,0,0,0,0,0,3.6,1,110,1,282.7,8.14,8.03,381.7,1263.9,0,4.4,0,1.14,0.76,0.27,0.06,0,2.2,1.1,9.9,0,6.6,0,1.32,0.26,0,0,0.92,0.3,0,7.7,0,2.59,0,0.05,17.6,336.6,38.83,5.26,12.93,0.1,0.08,2.07,0.16,5.36,0,1.01,0.05,1.22,1.55,2.19,0.06,0.82,0.65,0.02,0.86,0,0.81,0.7,0.54,0,0,0,0.02,0,0.08,0.02,0,11.42,3.65,7.53,0.11,69.3,0,3.71,0,0,57.32
Food 1200,1200,0,0,1,1,1,0,0,0,0,1,30.4,1,160,1,0,0,0,3.2,0,0,9.6,0,0.32,0,0.16,0,1576,0,4.8,56,0,51.2,0,0,0.74,0,0,1.15,0.78,0,3.2,0,3.02,0,0.03,41.6,254.4,2.56,0,0,0.56,0,0.63,0.53,0,0,0.3,0.26,0.54,0,0,0.17,0,0,0.44,0,0,0,0,4.02,6.08,1.9,0.1,0.45,0.26,0,0,0,2.37,0,0,0,0,0,1.86,62.4,0,160
Food 1201,1201,0,0,1,0,0,0,0,0,0,0,7.5,1,50,1,0,0,0.05,7.5,0,0,0,0,0,0,0.03,0,0,0,1,0,0,4,0,0,0.16,0,0,0.17,0.11,0,0,0,0.3,0,0,0.5,0,0,0,0,0.09,0,0,0,0,0,0.01,0.02,0.03,0,0,0,0,0,0.07,0,0,0,0,1,0.1,0,0.02,0.06,0.03,0.03,0,0,50,0.68,0,0,0,0.05,0.49,0.5,0,40.92
Food 1202,1202,0,0,1,1,1,0,0,0,0,1,28.7,1,50,1,64.5,3.9,1,48.5,36,37.2,4,0,2.41,0.42,0.13,0,33.5,0,1,3.5,0,0.5,0,0.99,0.66,0,0.5,0.11,0.17,0.2,8.5,0.09,1.64,10.5,0.01,121.5,183,44.95,3.88,14.18,0.9,0.82,1.36,0.2,2.1,0.72,0.49,0.06,0.73,1.06,0.96,0.42,0.64,0.69,0.61,0.59,0.16,0.56,0.78,0.12,0,0,0,0.03,0.02,0.05,0.02,0,5.19,0.35,3.74,0.04,43.5,0,0.63,0,0,39.45
Food 1203,1203,0,0,1,1,1,0,0,0,0,1,44.1,1,50,1,35,3.65,0.3,40,36.5,25.05,2.5,0,2.6,0.72,0.15,0,0,0,0,6,0,0,0,0.79,0.47,0,11.5,0.13,0.13,0.15,3.5,0,1.38,7,0,101.5,175.5,16.9,2.65,8.98,0.87,0.87,0.95,0.16,2.08,0.67,0.53,0.07,0.58,1.05,1.13,0.33,0.55,0.46,0.37,0.44,0.1,0.38,0.73,0,0,0,0,0.02,0.04,0,0.02,0.03,3.92,1.66,0.92,0.1,33,0,0.72,0.5,0,37.07
Food 1204,1204,0,0,1,1,1,0,0,0,0,1,39.9,1,50,1,211.5,0,2.85,0,323,0,7.5,6,0.71,0.04,0.07,0.08,25,1.5,0,2,0,84,0,0.03,0,0,0,5.13,0,0,19.5,0.08,1.46,7,0.09,116.5,280.5,3.55,0.12,2.61,0,0.01,0.12,0.05,0.37,0.01,0.06,0,0,0.11,0,0.08,0,0.09,0.03,0.07,0,0.01,0.01,4.45,2,18.57,0.02,0,0.07,0.04,0,0,5.73,0.13,0,0.01,1,0,0.23,6.5,0,2.13
Food 1205,1205,0,0,1,0,0,0,0,0,0,0,1.9,1,170,1,712.3,32.47,8.5,0,1043.8,0,28.9,0,6.62,0,0.44,0.2,10.2,0,3.4,5.1,0,11.9,0,0,0.44,0.17,0,0.2,0.14,0,129.2,0.19,4.4,74.8,0.44,372.3,190.4,26.52,1.77,11.66,0.2,0.41,0,0.08,2.86,0,0.08,0,0,0,0,0.24,0,0,0.13,0.01,0,0.03,0.1,104.5,4.76,0,0,0,0.12,0.07,0.07,0.14,14.74,12.7,5.25,12.13,1.7,0,3.45,0,0,10.32
Food 1206,1206,0,0,1,1,1,0,0,0,0,1,23.3,1,130,1,9.1,0.39,0,3.9,0,2.99,458.9,0,2.38,0.27,0.08,0,683.8,145.6,1.3,279.5,18.2,256.1,0,0,0.58,14.3,0,2.41,0.39,316.68,256.1,0.38,4.65,0,2,145.6,1020.5,1.3,0.42,0,0.44,0.2,0.28,0.3,0.39,0.31,0.26,0,0.27,0.05,0.4,0.24,0.17,0,0.25,0.16,0,0.12,0.16,32.31,2.86,5.1,7.88,0.07,0.1,0.1,0,0,1.46,0,0,0,0,0.13,3.93,2.6,0,121.64
Food 1207,1207,0,0,1,1,1,0,0,0,0,1,27.9,1,50,1,0,0,0,1.5,0,0,5,0,0,0,0,0,854,0,0,13,0,15,0,0,0.18,0,0,0.28,0.35,0,0,0.04,0.89,0,0.78,6,111.5,0.7,0.09,0,0.16,0,0.15,0.05,0,0,0.14,0.1,0.15,0,0,0.1,0,0,0.17,0,0,0.04,0.07,1.33,2.5,0.07,0.06,0.1,0.12,0,0,0,0.79,0,0,0,0,7.3,0.18,22,0,42.05
Food 1208,1208,0,0,1,1,1,0,0,0,0,1,11.6,1,80,1,75.2,0.4,1.04,56.8,61.6,146.32,54.4,0,12.5,0.84,0.15,0.05,0,0,1.6,13.6,0,0,0,0.06,0.26,0,0,0.33,0.76,0.24,10.4,0.03,1.94,8.8,0.07,162.4,245.6,4.96,0.25,15.13,1.02,1.02,1.61,0.17,1.86,0.81,0.79,0.12,1.17,1.1,1.39,0.68,0.78,0.84,0.65,0.79,0.21,0.52,0.94,0,0.08,0.26,0,0.01,0.03,0,0.02,0.02,8.75,7.28,3.52,0,50.4,0,1.09,0.8,0,32.17
Food 1209,1209,0,0,1,1,1,0,0,0,0,1,31,1,130,1,338,21.19,8.19,106.6,22.1,0.13,88.4,0,5.81,1.82,0.3,0.04,37.7,3.9,1.3,3.9,0,1.3,0,0.17,0.26,0.13,7.8,0.55,0,1.3,39,0.2,3.26,55.9,0.25,296.4,1820,24.7,4.55,33.19,2.06,1.82,3.33,0.17,2.93,1.32,1.15,0.05,1.43,1.72,2.28,1.09,1.19,1.02,1.38,1.59,0.31,1.05,1.69,32.41,0,0,0,0,0.09,0.13,0,0.03,23.74,9.24,4.1,1.58,91,0,1.26,0,0,81.33
Food 1210,1210,0,0,1,1,1,0,0,0,0,1,43.4,1,50,1,1.5,0,0.05,0.5,9.5,0,3,0,0.83,0.14,0.16,0.03,909,0,2,125.5,0,11.5,0,0,0.18,0,0,0.8,0.19,0,7.5,0.05,0.65,1.5,0.77,65.5,125,3.75,0.02,0,0.09,0,0.05,0.02,0,0,0.08,0.05,0.1,0,0,0.05,0,0,0.1,0.01,0,0,0.02,15.07,2.15,2.17,2.84,0.05,0.12,0,0,0.06,0.26,0,0,0,0,0.05,0.65,1,0,49.76
Food 1211,1211,0,0,1,0,0,0,0,0,0,0,2.4,1,170,1,0,0,0,3.4,0,0,76.5,0,0.74,1.25,0.38,0.12,2179.4,1167.9,5.1,40.8,15.3,392.7,0,0,1.01,62.73,0,14.21,1.05,3.57,261.8,0.53,7.62,3.4,0.73,52.7,334.9,3.57,1.11,10.27,0.6,0,0.73,0.19,0.84,0.07,0.55,0.17,0.73,0.47,0.61,0.45,0.2,0,0.47,0.21,0,0,0.65,65.01,3.74,9.74,4.54,0.32,3.89,0.02,0,0,2.45,0,0,0,0,0.17,1.41,56.1,0,170
Food 1212,1212,0,0,1,0,0,0,0,0,0,0,7.4,1,80,1,172.8,0,0,0,109.6,0,14.4,0,0.12,0.01,0.19,0.15,0,3.2,0,7.2,0,6.4,0,0,0.05,27.28,0,44.1,0.18,0,0,0,0.3,10.4,0,21.6,156.8,2.56,0,0,0.03,0,0.03,0.1,0,0,0,0.07,0.01,0,0,0.01,0,0,0.03,0,0,0,0,26.53,3.12,3.5,0,0.03,0,0.09,0,0,9.47,6.79,1.41,0.02,5.6,0,0,7.2,0,70.99
Food 1213,1213,0,0,1,1,1,0,0,0,0,1,23.2,1,110,1,0,0,0,2.2,24.2,0,0,0,0.14,0.05,0.89,0,0,0,0,5.5,0,9.9,0,0,0.2,0,0,0.41,0.42,0,61.6,0,1.1,3.3,0.1,7.7,169.4,0.44,0,0,0.06,0,0,0,0,0,0.04,0.04,0.16,0.01,0.06,0.06,0,0,0,0,0,0.03,0,0.66,5.72,0,0.04,0.06,0.08,0.02,0,0,0.04,5.11,1.1,7.49,0,0,2.35,1.1,0,58.65
Food 1214,1214,0,0,1,0,0,0,0,0,0,0,1.5,1,20,1,20.6,0.02,0.04,0.4,53,0,0,0,0.43,0,0.07,0.02,0,0,0,0,0,3,0,0,0.06,0,0,0.27,0.02,0,0,0.02,0.58,0,0,8.4,0.2,0.12,0,0,0.02,0,0.07,0,0,0,0.01,0.01,0.02,0,0.03,0.03,0,0.01,0.04,0.01,0,0,0,0.35,0.96,0.98,0,0,0,0,0,0.02,0.25,0,0.03,0,0,0.02,0.02,0.2,0,14.16
Food 1215,1215,0,0,1,0,0,0,0,0,0,0,8.8,1,150,1,0,0.15,0,4.5,34.5,0,247.5,0,2.18,0,0.53,0.18,11400,0,0,28.5,0,2388,0,0,0.57,0,0,1.49,0.15,0,147,0.22,2.6,13.5,2.61,166.5,619.5,1.8,0.51,6.26,0.23,0,0.26,0,0.46,0,0.15,0.1,0.33,0,0,0.13,0.02,0,0.32,0.25,0,0,0.07,51.02,5.4,1.08,0.12,0.11,0.17,0.06,0,0,1.46,0,0,0.67,0,0.15,3.65,3,0,142.88
Food 1216,1216,0,0,1,0,0,0,0,0,0,0,8.1,1,110,1,35.2,0.44,10.01,3.3,763.4,0,11,0,4.44,0.51,0.18,0.97,0,0,1.1,6.6,0,8.8,0,0,0.13,0.55,0,1.03,0.32,0,46.2,0.02,3.49,17.6,0.69,187,158.4,1.65,0.45,7.1,0.21,0.07,0,0.07,0,0.06,0.08,0.04,0.21,0.05,0,0.07,0.04,0,0,0.08,0,0.03,0.02,82.13,3.41,6.95,0.09,0.03,0.08,0.06,0,0,1.1,0.15,0,2.23,2.2,0.11,0.68,0,0,75.32
Food 1217,1217,0,0,1,0,0,0,0,0,0,0,1.1,1,80,1,186.4,12.96,0,0.8,44,0,51.2,219.2,0.78,0.05,0.2,0.1,0,3.2,0,2.4,0,11.2,0,0,0.09,0.64,0,0.18,1.83,0,32.8,1.06,1.7,11.2,0.14,53.6,234.4,26.24,9.24,0.39,0.88,0,0,0.12,0,0,0.49,0.06,0,0,0,0.06,0.61,1.37,0.56,0.01,0,0,0.84,19.95,4.4,3.78,0,0,0.04,0.02,0,0.02,6.72,3.79,6.84,0.73,9.6,0,2.92,7.2,0,32.3
Food 1218,1218,0,0,1,0,0,0,0,0,0,0,3.2,1,100,1,0,0.1,0,2,50,0,4,0,0.44,0,0.06,0,0,0,0,17,4,20,0,0,0.29,0,0,0.53,0.12,0,0,0,1.11,2,0,35,8,1.1,0,0,0.47,0.06,0.36,0.19,0,0,0.31,0,0.29,0,0.12,0.13,0,0.04,0.29,0.19,0,0,0.01,2.37,3.8,1.7,0.03,0.02,0.15,0.08,0,0,1.23,7.15,0,0,6,0,1.41,2,0,100
Food 1219,1219,0,0,1,0,0,0,0,0,0,0,9.8,1,170,1,241.4,23.8,24.14,18.7,600.1,0,462.4,0,8.65,0.35,0.38,0.8,0,3.4,0,30.6,0,5.1,0,2.81,0.68,0,0,0.26,1.38,0.17,433.5,0,4.74,1.7,0,343.4,205.7,0.17,1.24,62.25,1.48,2.66,0,0.05,0,1.24,0.04,0.04,0.09,0.03,2.86,0,1.35,0,1.46,0,0.08,0.03,0,32.03,0,0.12,0,0.05,0.1,0.1,0,0.09,29.9,1.64,0.27,9.66,136,0.17,5.07,1.7,79.9,144.02
Food 1220,1220,0,0,1,0,0,0,0,0,0,0,4.7,1,160,1,713.6,17.12,10.72,24,451.2,0,105.6,0,0.46,0,0.28,0,0,347.2,1.6,6.4,0,6.4,0,0,0.26,0,0,16.67,0.37,0.64,0,0.05,2.75,0,1.24,19.2,206.4,0.64,0,8.8,0.09,0.08,0,0,0,0,0.03,0.06,0.06,0.03,0,0.19,0,0,0.07,0,0,0.04,0.09,38.43,5.92,52.05,0,0.1,0,0.11,0.02,0.02,47.15,1.6,3.49,7.43,0,0,3.38,1.6,0,5.66
Food 1221,1221,0,0,1,0,0,0,0,0,0,0,8.5,1,70,1,282.8,13.16,0.91,14.7,35.7,0,56.7,95.2,3.14,0.39,0.28,0.05,0,0,1.4,14.7,20.3,4.2,0,0,0.26,0.7,0,0.06,0.15,0,86.1,0,2.06,0,0.11,151.2,107.1,6.65,2.03,5.57,0.42,0.05,0.57,0.02,1.14,0.01,0.1,0.04,0.09,0.24,0.03,0.04,0.03,0.46,0.09,0,0,0.06,0.1,13.84,6.16,30.54,0,0.07,0.04,0,0,0,18.04,6.92,3.58,6.23,11.9,0.07,2.32,0,102.2,4.29
Food 1222,1222,0,0,1,1,1,0,0,0,0,1,38,1,190,1,562.4,0,0,3.8,537.7,5.51,592.8,17.1,4.9,0.29,0.8,0.24,2435.8,19,5.7,30.4,0,254.6,0,0,4.17,0.76,0,5.51,12.35,0,304,0.55,2.51,19,0.46,26.6,1195.1,1.9,2.19,6.84,0.48,0,2.02,0.28,0.71,0.05,0.41,0.05,0.66,1.54,0.38,0.23,0.07,0,0.42,0.55,0,0.38,0.24,175.85,5.7,14.63,1.46,0.19,0.15,0.21,2.41,0.08,1.1,9.1,0.41,0.34,0,0.19,1.67,53.2,0,175.52
Food 1223,1223,0,0,1,1,1,0,0,0,0,1,14,1,60,1,291.6,0.06,0,1.2,28.2,10.44,37.2,0,0.77,0.01,0.15,0.01,5880.6,0,1.2,5272.8,0,74.4,0,0.02,0.09,15,0,4,0.15,0,82.2,0.12,3.66,6,0.58,46.8,95.4,0.6,0.87,2.81,0.14,0,0.08,0.06,0,0.01,0.03,0,0.06,0,0.06,0.08,0.07,0,0.08,0.03,0,0,0.12,5.76,4.98,3.65,0.06,0,0.07,0.07,0,0.01,1.62,0.72,0,0.04,0,0,1.7,0.6,0,1.97
